Detailed Statistics Departures  
Origin Airport: Atlanta, GA: Hartsfield-Jackson Atlanta International (ATL)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"B6","06/12/2022","0920","N568JB","JFK","07:14","08:44","135","162","90","08:59","15","4","86","27","0","0"
"B6","06/12/2022","1320","N258JB","JFK","19:28","00:00","146","0","0","00:00","0","0","0","0","0","0"
"B6","06/13/2022","0520","N703JB","JFK","12:22","12:26","142","141","4","12:46","20","0","0","0","0","0"
"B6","06/13/2022","0896","N3085J","BOS","10:35","10:30","153","144","-5","10:44","14","0","0","0","0","0"
"B6","06/13/2022","0920","N508JL","JFK","07:14","07:25","135","136","11","07:43","18","0","0","0","0","0"
"B6","06/13/2022","1320","N281JB","JFK","19:28","19:41","146","156","13","19:58","17","13","0","10","0","0"
"B6","06/14/2022","0520","N807JB","JFK","12:22","12:46","142","158","24","13:01","15","3","0","16","0","21"
"B6","06/14/2022","0896","N547JB","BOS","10:35","10:30","153","169","-5","10:43","13","0","0","0","0","0"
"B6","06/14/2022","0920","N510JB","JFK","07:14","07:26","135","133","12","07:42","16","0","0","0","0","0"
"B6","06/14/2022","1320","N373JB","JFK","19:28","20:48","146","135","80","21:04","16","26","0","0","0","43"
"B6","06/15/2022","0520","N806JB","JFK","12:22","12:56","142","162","34","13:41","45","34","0","20","0","0"
"B6","06/15/2022","0896","N712JB","BOS","10:35","11:00","153","145","25","11:15","15","7","0","0","0","10"
"B6","06/15/2022","0920","N652JB","JFK","07:14","07:13","135","146","-1","07:39","26","0","0","0","0","0"
"B6","06/15/2022","1320","N373JB","JFK","19:28","21:30","146","143","122","21:45","15","22","0","0","0","97"
"B6","06/16/2022","0520","N510JB","JFK","12:22","15:27","142","183","185","15:55","28","0","0","52","0","174"
"B6","06/16/2022","0896","N3044J","BOS","10:35","11:40","153","149","65","11:53","13","0","0","34","0","27"
"B6","06/16/2022","0920","N563JB","JFK","07:14","11:43","135","139","1709","11:59","16","1709","0","4","0","0"
"B6","06/16/2022","1320","N316JB","JFK","19:28","00:00","146","0","0","00:00","0","0","0","0","0","0"
"B6","06/17/2022","0520","N639JB","JFK","12:22","13:22","142","134","60","13:35","13","39","0","0","0","13"
"B6","06/17/2022","0896","N3058J","BOS","10:35","10:38","153","154","3","10:56","18","0","0","0","0","0"
"B6","06/17/2022","0920","N563JB","JFK","07:14","00:00","135","0","0","00:00","0","0","0","0","0","0"
"B6","06/17/2022","1320","N266JB","JFK","19:28","01:36","146","112","368","01:45","9","34","0","0","0","300"
"B6","06/18/2022","0520","N561JB","JFK","12:22","13:34","142","131","72","13:52","18","19","0","0","0","42"
"B6","06/18/2022","0896","N3023J","BOS","10:35","12:09","153","162","94","12:33","24","17","0","9","0","77"
"B6","06/18/2022","0920","N618JB","JFK","06:15","00:00","137","0","0","00:00","0","0","0","0","0","0"
"B6","06/18/2022","1320","N309JB","JFK","19:28","19:36","146","227","8","20:08","32","8","0","81","0","0"
"B6","06/19/2022","0520","N529JB","JFK","12:22","12:22","142","139","0","12:41","19","0","0","0","0","0"
"B6","06/19/2022","0896","N656JB","BOS","10:35","10:56","153","158","21","11:09","13","21","0","5","0","0"
"B6","06/19/2022","0920","N568JB","JFK","07:05","07:21","135","141","16","07:39","18","0","0","6","16","0"
"B6","06/19/2022","1320","N206JB","JFK","19:28","21:09","146","155","101","21:28","19","22","0","9","0","79"
"B6","06/20/2022","0520","N661JB","JFK","12:22","12:18","142","137","-4","12:37","19","0","0","0","0","0"
"B6","06/20/2022","0896","N3077J","BOS","10:35","10:40","153","159","5","10:56","16","0","0","0","0","0"
"B6","06/20/2022","0920","N643JB","JFK","07:14","07:31","135","139","17","07:48","17","17","0","4","0","0"
"B6","06/20/2022","1320","N236JB","JFK","19:28","19:47","146","144","19","19:56","9","17","0","0","0","0"
"B6","06/21/2022","0520","N598JB","JFK","12:22","12:22","142","141","0","12:38","16","0","0","0","0","0"
"B6","06/21/2022","0896","N615JB","BOS","10:35","10:44","153","154","9","10:58","14","0","0","0","0","0"
"B6","06/21/2022","0920","N534JB","JFK","07:14","07:23","135","141","9","07:40","17","9","0","6","0","0"
"B6","06/21/2022","1320","N279JB","JFK","19:28","19:27","146","161","-1","19:39","12","0","0","0","0","0"
"B6","06/22/2022","0520","N793JB","JFK","12:22","12:19","142","147","-3","12:37","18","0","0","0","0","0"
"B6","06/22/2022","0896","N558JB","BOS","10:35","10:33","153","154","-2","10:51","18","0","0","0","0","0"
"B6","06/22/2022","0920","N779JB","JFK","07:14","07:14","135","150","0","07:34","20","0","0","15","0","0"
"B6","06/22/2022","1320","N281JB","JFK","19:28","21:16","146","185","108","21:30","14","0","0","139","0","8"
"B6","06/23/2022","0520","N706JB","JFK","12:22","13:09","142","129","47","13:25","16","15","0","0","0","19"
"B6","06/23/2022","0896","N3044J","BOS","10:35","13:50","153","142","195","14:03","13","184","0","0","0","0"
"B6","06/23/2022","0920","N613JB","JFK","07:14","07:19","135","138","5","07:37","18","0","0","0","0","0"
"B6","06/23/2022","1320","N198JB","JFK","19:28","20:33","146","146","65","20:54","21","9","0","0","0","56"
"B6","06/24/2022","0520","N807JB","JFK","12:22","12:14","142","129","-8","12:31","17","0","0","0","0","0"
"B6","06/24/2022","0896","N3044J","BOS","10:35","10:28","153","153","-7","10:41","13","0","0","0","0","0"
"B6","06/24/2022","0920","N627JB","JFK","07:14","07:12","135","134","-2","07:27","15","0","0","0","0","0"
"B6","06/24/2022","1320","N238JB","JFK","19:28","19:21","146","154","-7","19:38","17","0","0","0","0","0"
"B6","06/25/2022","0520","N809JB","JFK","12:22","12:24","142","133","2","12:40","16","0","0","0","0","0"
"B6","06/25/2022","0896","N3077J","BOS","10:35","11:15","153","149","40","11:30","15","22","0","0","0","14"
"B6","06/25/2022","0920","N784JB","JFK","06:15","06:22","137","135","7","06:37","15","0","0","0","0","0"
"B6","06/25/2022","1320","N348JB","JFK","19:28","19:39","146","144","11","19:53","14","0","0","0","0","0"
"B6","06/26/2022","0520","N768JB","JFK","12:22","12:35","142","133","13","12:51","16","0","0","0","0","0"
"B6","06/26/2022","0896","N3008J","BOS","10:35","10:48","153","155","13","10:59","11","7","0","2","0","6"
"B6","06/26/2022","0920","N809JB","JFK","07:14","07:22","135","145","8","07:42","20","8","0","10","0","0"
"B6","06/26/2022","1320","N184JB","JFK","19:28","19:36","146","151","8","19:51","15","0","0","0","0","0"
"B6","06/27/2022","0520","N834JB","JFK","12:22","13:04","142","152","42","13:19","15","42","0","10","0","0"
"B6","06/27/2022","0896","N517JB","BOS","10:35","10:47","153","142","12","10:59","12","0","0","0","0","0"
"B6","06/27/2022","0920","N746JB","JFK","07:14","07:14","135","131","0","07:29","15","0","0","0","0","0"
"B6","06/27/2022","1320","N184JB","JFK","19:28","19:52","146","182","24","20:00","8","13","0","36","0","11"
"B6","06/28/2022","0520","N586JB","JFK","12:22","12:36","142","126","14","12:53","17","0","0","0","0","0"
"B6","06/28/2022","0896","N506JB","BOS","10:30","10:43","153","134","13","10:54","11","0","0","0","0","0"
"B6","06/28/2022","0920","N763JB","JFK","07:14","07:12","135","129","-2","07:33","21","0","0","0","0","0"
"B6","06/28/2022","1320","N283JB","JFK","19:28","20:36","146","123","68","20:51","15","10","0","0","0","35"
"B6","06/29/2022","0520","N665JB","JFK","12:22","12:23","142","135","1","12:42","19","0","0","0","0","0"
"B6","06/29/2022","0896","N641JB","BOS","10:35","10:34","153","136","-1","10:52","18","0","0","0","0","0"
"B6","06/29/2022","0920","N766JB","JFK","07:14","07:34","135","152","20","08:17","43","20","0","17","0","0"
"B6","06/29/2022","1320","N324JB","JFK","19:28","20:57","146","133","89","21:08","11","13","0","0","0","63"
"B6","06/30/2022","0520","N603JB","JFK","12:22","12:21","142","122","-1","12:35","14","0","0","0","0","0"
"B6","06/30/2022","0896","N3023J","BOS","10:35","10:45","153","141","10","10:57","12","0","0","0","0","0"
"B6","06/30/2022","0920","N627JB","JFK","07:14","07:16","135","136","2","07:40","24","0","0","0","0","0"
"B6","06/30/2022","1320","N354JB","JFK","19:28","19:44","146","128","16","19:58","14","0","0","0","0","0"

 SOURCE: Bureau of Transportation Statistics
